"id","cout_materiaux_ht","cout_implementation_ht","cout_total_ht","cout_induit_ht","date_sigture_devis","date_facture","date_x","annee_travaux","revenu_mo","climat","Code Région","region","Code département","departement","type_logement","annee_construction","constr_cat","nb_pieces","surf_habitable","montant_aides_fincieres","type_aides_fincieres","renovation_globale","marque","modele","poste_isolation","isolant","epaisseur","resistance","surface","lambda"
"3654",,,22586,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,79,2000,"CODAH - ASE","Changement 5 fen�tres + porte fen�tre

+ porte d'entrée

+ isolation toits et réfection

+ 2 velux créés

+ vmc hygro B",,,"RAMPANTS",,,,,
"3655",,,22610.42654,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,131,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3656",,,22619.90521,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3657",,,22672.98578,,,"04/07/2016","04/07/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"ITE","PLASTIQUES",,3.9,114,
"3658",,,22736.49289,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,135,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3659",,,22748.81517,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,120,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3660",,,22748.81517,,,,,,,"H1",32,"HDF","80","SOMME","COLLECTIF",1900,"av. 1945",,115,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3661",,,22748.81517,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1910,"av. 1945",,105,,,,,,"ITI",,,,,
"3662",,,22748.81517,,,,,,,"H1",84,"ARA",,,,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"ITI",,,,,
"3663",,,22749.76303,,,"18/12/2014","18/12/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,3.9,203.8,
"3664",,,22763.03318,,,,,,,"H1",32,"HDF",,,"INDIVIDUEL",1900,"av. 1945",,170,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3665",,,22787.67773,,,"24/04/2009","24/04/2009",2009,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",110,2.8,120,
"3666",,,22789.57346,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"ITI",,,,,
"3667",13757.34597,9078.672986,22836.01896,,,"26/02/2015","26/02/2015",2015,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",140,4.1,113,
"3668",,,22858.76777,,,,,,12833,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,133,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3669",,,22934.59716,,,,,,,"H1",32,"HDF","80","SOMME","COLLECTIF",1949,"de 1945 à 1973",,140,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3670",20000,3000,23000,,,,,,27000,"H2",84,"ARA","26","DROME",,,,,,,,,,,"ITE",,,,,
"3671",,,23000,,,,,,,"H2",84,"ARA",,,,,,,,,,,,,"ITE",,,,,
"3672",,,23003,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,126,,,"isolation extérieure 4 murs 

+ VMR hygro B",,,"ITI",,,,,
"3673",,,23012.32227,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1938,"av. 1945",,70,,,,,,"ITI",,,,,
"3674",,,23016.11374,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"3675",,,23087,,"13/02/2018",,"13/02/2018",2018,,"H2",53,"BRE",,,,,,,,,,,,,"ITE","PLASTIQUES",80,3.6,114.01,0.022
"3676",,,23132,,"29/06/2015","13/07/2018","13/07/2018",2018,,"H3",93,"PAC","13","BOUCHES-DU-RHONE","COLLECTIF",1954,"de 1945 à 1973",,,,,"RENOVATION SIMPLE",,,"TOITURE TERRASSE","PLASTIQUES",110,4.8,294,
"3677",,,23234.12322,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,72,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3678",,,23294.78673,,,,,,,"H1",32,"HDF","02","AISNE","COLLECTIF",1900,"av. 1945",,82,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3679",,,23302.36967,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,101,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3680",,,23317.53555,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,105,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3681",,,23343.12796,,,,,,,"H1",32,"HDF",,,"INDIVIDUEL",1949,"de 1945 à 1973",,105,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3682",8156,15192,23348,8739.336493,"09/04/2017",,"09/04/2017",2017,,"H2",24,"CVL","41","LOIR-ET-CHER","INDIVIDUEL",,,,,,,,,,"SARKING","LAINE VEGETALE",240,6.4,137,
"3683",,,23361.13744,,,"22/06/2015","22/06/2015",2015,,"H2",53,"BRE",,,,,,,,,,,,,"ITE","PLASTIQUES",,3.7,172,
"3684",,,23361.13744,,,"31/10/2011","31/10/2011",2011,,"H2",24,"CVL","36","INDRE",,,,,,,,,,,"ITE","PLASTIQUES",120,3.5,90,
"3685",,,23507.109,,,,"05/04/2012",2012,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",,3.7,112,
"3686",,,23526.06635,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,201,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3687",,,23593.36493,,"15/05/2018","15/05/2018","15/05/2018",2018,,"H3",94,"COR","2B","HAUTE-CORSE","INDIVIDUEL",1990,"de 1974 à 1990",,,,,,"CORSTYRENE",,"ITE",,120,3.8,136,0.032
"3688",,,23635,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,0,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation par extérieur. isolation des combles et du plancher bas du chalet",,,"COMBLES PERDUES",,,,,
"3689",,,23635,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,1500,"DEPT - AIDE A L'HABITAT DURABLE","Isolation par extérieur. isolation des combles et du plancher bas du chalet",,,"COMBLES PERDUES",,,,,
"3690",,,23635,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,500,"CODAH - PRIME HABITAT INDIGNE PO","Isolation par extérieur. isolation des combles et du plancher bas du chalet",,,"COMBLES PERDUES",,,,,
"3691",,,23677.72512,,,"01/04/2010","01/04/2010",2010,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",110,2.8,197,0.04
"3692",,,23683.41232,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,94,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3693",,,23696.68246,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,180,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3694",,,23696.68246,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3695",,,23696.68246,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,108,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3696",,,23696.68246,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,120,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3697",,,23696.68246,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1956,"de 1945 à 1973",,100,,,,,,"ITI",,,,,
"3698",,,23696.68246,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,99,,,,,,"ITI",,,,,
"3699",,,23696.68246,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"3700",,,23696.68246,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"3701",,,23696.68246,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,,,,,,
"3702",,,23727.01422,,,"28/01/2014","28/01/2014",2014,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",150,3.7,121,
"3703",,,23752.60664,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1976,"de 1974 à 1990",,166,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3704",,,23818.00948,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1984,"de 1974 à 1990",,110,,,,,,"ITI",,,,,
"3705",,,23886.25592,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,218,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3706",,,23887.20379,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1965,"de 1945 à 1973",,65,,,,,,"ITI",,,,,
"3707",,,23958.29384,,,"23/04/2013","23/04/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4.2,169,
"3708",,,24086.25592,,,,,,30974,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,102,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3709",,,24159.24171,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1610,"av. 1945",,210,,,,,,"COMBLES PERDUES",,,,,
"3710",,,24195.26066,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,,,,,,
"3711",,,24275.82938,,,"20/01/2010","20/01/2010",2010,,"H2",24,"CVL",,,,,,,,,,,,,"ITE","LAINE MINERALE",120,3.2,147,
"3712",,,24316.58768,,,"30/06/2010","30/06/2010",2010,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",110,2.8,137,
"3713",,,24317.53555,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,,,,,,
"3714",,,24351.65877,,,"05/07/2014","05/07/2014",2014,,"H2",24,"CVL","36","INDRE",,,,,,,,,,,"ITE","PLASTIQUES",130,3.8,118,0.034
"3715",,,24362.08531,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,240,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3716",,,24403.79147,,,"28/11/2011","28/11/2011",2011,,"H2",24,"CVL","36","INDRE",,,,,,,,,,,"ITE","PLASTIQUES",120,3.5,110,
"3717",,,24468.24645,,,,,,,"H1",84,"ARA","69","RHONE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"3718",,,24540.28436,,,"20/09/2011","20/09/2011",2011,,"H1",24,"CVL",,,,,,,,,,,,,"ITE","PLASTIQUES",140,3.7,86,
"3719",,,24551.65877,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,100,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3720",,,24578.19905,,,,,,38914,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,90,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3721",,,24644.54976,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"ITI",,,,,
"3722",,,24689.09953,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,205,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3723",,,24709,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,214,9000,"CHEQUE ENERGIE REGION","isolation murs par l'intérieur 

+ combles

+ sous face chambres

changement chaudi�re fioul par bois (pas ecs) 

changement 3 portes",,,"ITI",,,,,
"3724",,,24709,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,214,2000,"CODAH - ASE","isolation murs par l'intérieur 

+ combles

+ sous face chambres

changement chaudi�re fioul par bois (pas ecs) 

changement 3 portes",,,"ITI",,,,,
"3725",,,24709,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,214,1200,"DEPT - AIDE A L'HABITAT DURABLE","isolation murs par l'intérieur 

+ combles

+ sous face chambres

changement chaudi�re fioul par bois (pas ecs) 

changement 3 portes",,,"ITI",,,,,
"3726",,,24709,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,214,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation murs par l'intérieur 

+ combles

+ sous face chambres

changement chaudi�re fioul par bois (pas ecs) 

changement 3 portes",,,"ITI",,,,,
"3727",,,24709,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,214,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation murs par l'intérieur 

+ combles

+ sous face chambres

changement chaudi�re fioul par bois (pas ecs) 

changement 3 portes",,,"ITI",,,,,
"3728",,,24727.96209,,,"29/01/2016","29/01/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"ITE","LAINE VEGETALE",,3.8,151,
"3729",,,24850.23697,,,,,,21186,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,81,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3730",,,24953.5545,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,,,,,,
"3731",,,24973.45972,,,"26/08/2015","26/08/2015",2015,,"H2",53,"BRE",,,,,,,,,,,,,"ITE","PLASTIQUES",,4.1,171.1,
"3732",,,25000,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,115,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation des murs autres travaux d'isolation et chauffage",,,"ITI",,,,,
"3733",,,25000,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,115,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation des murs autres travaux d'isolation et chauffage",,,"ITI",,,,,
"3734",,,25000,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,115,2400,"CODAH - ASE","isolation des murs autres travaux d'isolation et chauffage",,,"ITI",,,,,
"3735",,,25000,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,115,1800,"DEPT - AIDE A L'HABITAT DURABLE","isolation des murs autres travaux d'isolation et chauffage",,,"ITI",,,,,
"3736",,,25025.59242,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1600,"av. 1945",,203,,,,,,"COMBLES PERDUES",,,,,
"3737",,,25025.59242,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1950,"de 1945 à 1973",,102,,,,,,"ITI",,,,,
"3738",,,25078.67299,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1981,"de 1974 à 1990",,181,,,,,,"COMBLES PERDUES",,,,,
"3739",,,25179,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,108,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation des murs par l'extérieur 

+ vmc hygro B

+ chaudi�re et ecs à condensation

+ NC : changement de fenetre + porte",,,"ITI",,,,,
"3740",,,25179,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,108,8430,"CHEQUE ENERGIE REGION","Isolation des murs par l'extérieur 

+ vmc hygro B

+ chaudi�re et ecs à condensation

+ NC : changement de fenetre + porte",,,"ITI",,,,,
"3741",,,25179,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,108,2000,"CODAH - ASE","Isolation des murs par l'extérieur 

+ vmc hygro B

+ chaudi�re et ecs à condensation

+ NC : changement de fenetre + porte",,,"ITI",,,,,
"3742",,,25179,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,108,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation des murs par l'extérieur 

+ vmc hygro B

+ chaudi�re et ecs à condensation

+ NC : changement de fenetre + porte",,,"ITI",,,,,
"3743",,,25186.72986,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1960,"de 1945 à 1973",,167,,,,,,"ITE",,,,,
"3744",,,25350.7109,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,77,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3745",,,25376.30332,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1800,"av. 1945",,46,,,,,,"COMBLES PERDUES",,,,,
"3746",,,25419.90521,,,"19/02/2016","19/02/2016",2016,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4.4,102.5,
"3747",,,25437.91469,,,"14/11/2013","14/11/2013",2013,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",140,3.8,152,0.037
"3748",,,25500,,"16/01/2017",,"16/01/2017",2017,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITE","PLASTIQUES",200,5.3,145.35,0.0381
"3749",,,25538.38863,,,"13/05/2016","13/05/2016",2016,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4.1,134,
"3750",,,25556.3981,,,,,,19495,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,70,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3751",,,25574.40758,,,,,,24740,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,100,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3752",,,25592.41706,,,,,,18748,"H1",32,"HDF",,,"INDIVIDUEL",1900,"av. 1945",,65,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3753",,,25592.41706,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,192,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3754",,,25600,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,96,2400,"CODAH - ASE","isolation apres l exterieur",,,"ITI",,,,,
"3755",,,25600,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,96,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation apres l exterieur",,,"ITI",,,,,
"3756",,,25600,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,96,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation apres l exterieur",,,"ITI",,,,,
"3757",,,25600,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,96,1800,"DEPT - AIDE A L'HABITAT DURABLE","isolation apres l exterieur",,,"ITI",,,,,
"3758",,,25740,,,,,,,"H2",84,"ARA",,,,,,,,,,,,,"COMBLES PERDUES",,,,,
"3759",20000,5740,25740,,,,,,,"H2",84,"ARA","26","DROME","INDIVIDUEL",1930,"av. 1945",,120,,,"RENOVATION SIMPLE",,,"RAMPANTS",,,,,
"3760",,,25892.891,,,,,,32385,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1976,"de 1974 à 1990",,142,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3761",,,25928,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,98,2000,"CODAH - ASE","isolation et remplacement toiture terrasse 

+ fen�tres et porte d'entrée

+ isolation par l'extérieur 3 murs",,,"ITI",,,,,
"3762",,,25928,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,98,11642,"CHEQUE ENERGIE REGION","isolation et remplacement toiture terrasse 

+ fen�tres et porte d'entrée

+ isolation par l'extérieur 3 murs",,,"ITI",,,,,
"3763",,,25928,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,98,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation et remplacement toiture terrasse 

+ fen�tres et porte d'entrée

+ isolation par l'extérieur 3 murs",,,"ITI",,,,,
"3764",,,25928,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,98,7000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation et remplacement toiture terrasse 

+ fen�tres et porte d'entrée

+ isolation par l'extérieur 3 murs",,,"ITI",,,,,
"3765",,,26003.79147,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,85,,,,,,"COMBLES PERDUES",,,,,
"3766",,,26123.22275,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,165,,,,,,"ITI",,,,,
"3767",,,26149.76303,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,330,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3768",,,26200,,,"20/01/2015","20/01/2015",2015,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",140,4.1,144,
"3769",,,26239.81043,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,131,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3770",,,26453.08057,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,95,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3771",,,26497.63033,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,170,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3772",,,26540.28436,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1700,"av. 1945",,253,,,,,,"ITI",,,,,
"3773",,,26540.28436,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"ITI",,,,,
"3774",,,26556,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,114,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation des murs

+ chaudi�re

+ Vmc 

+ Velux",,,"ITI",,,,,
"3775",,,26556,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,114,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation des murs

+ chaudi�re

+ Vmc 

+ Velux",,,"ITI",,,,,
"3776",,,26556,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,114,1500,"DEPT - AIDE A L'HABITAT DURABLE","Isolation des murs

+ chaudi�re

+ Vmc 

+ Velux",,,"ITI",,,,,
"3777",,,26556,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,114,2000,"CODAH - ASE","Isolation des murs

+ chaudi�re

+ Vmc 

+ Velux",,,"ITI",,,,,
"3778",,,26674.88152,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,94,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3779",,,26689.09953,,,,,,8622,"H1",32,"HDF",,,"INDIVIDUEL",1900,"av. 1945",,65,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3780",,,26706,1706.161137,"29/06/2018",,"29/06/2018",2018,,"H1",44,"GDE",,,,1950,"de 1945 à 1973",,200,,,,"HILTI","WEBER","ITE","PLASTIQUES",140,4.5,233,
"3781",,,26724.17062,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,218,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3782",,,26849.2891,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,188,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3783",,,26853.08057,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,130,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3784",,,26923.22275,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,85,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3785",,,26972.51185,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,82,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3786",,,26980.09479,,,,,,,"H1",32,"HDF","80","SOMME","COLLECTIF",1900,"av. 1945",,220,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3787",,,26985.78199,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,130,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3788",,,27046.4455,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,130,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3789",,,27206.63507,,,"24/01/2017","24/01/2017",2017,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4.2,143,
"3790",,,27400,,,,,,18288,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,85,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"3791",,,27406.63507,,,,,,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","PLASTIQUES",,3.7,124,
"3792",,,27429.38389,,,,,,54282,"H1",32,"HDF","80","SOMME","INDIVIDUEL",,,,84,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3793",,,27488.15166,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,110,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"3794",,,27488.15166,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"3795",,,27488.15166,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"RAMPANTS",,,,,
